obs,action,reward,next_obs,done
"[0.8, 1.1, -1.8, -1.3, -1.2, -1.5, 0.0, 0.0]",2,-2.8,"[0.82, 1.08, -1.75, -1.32, -1.22, -1.52, 0.0, 0.0]",False
"[-1.8, 0.8, 0.2, -1.6, 0.1, 0.3, 0.0, 0.0]",2,-2.8,"[-1.82, 0.79, 0.19, -1.58, 0.09, 0.28, 0.0, 0.0]",False
"[-1.2, 0.5, 0.1, -2.0, 0.05, 0.2, 0.0, 0.0]",1,-2.8,"[-1.25, 0.48, 0.05, -2.1, 0.03, 0.15, 0.0, 0.0]",False
"[0.8, 0.95, 0.6, -2.9, 0.1, -1.3, 0.0, 0.0]",2,-2.8,"[0.82, 0.94, 0.65, -2.95, 0.08, -1.32, 0.0, 0.0]",False
"[0.2, 0.5, 0.9, -1.0, -1.2, -1.8, 0.0, 0.0]",3,-2.8,"[0.18, 0.49, 0.88, -1.02, -1.18, -1.75, 0.0, 0.0]",False
"[1.2, 0.3, -1.8, -2.2, 2.0, 1.8, 1.0, 1.0]",0,-2.88,"[1.2, 0.29, -1.8, -2.22, 2.0, 1.78, 1.0, 1.0]",False
"[-1.0, 0.55, 0.5, -1.3, 0.5, 0.8, 0.0, 0.0]",3,-2.9,"[-1.02, 0.54, 0.48, -1.32, 0.52, 0.78, 0.0, 0.0]",False
"[-1.7, 1.0, 0.6, -1.2, 1.6, 1.8, 0.0, 0.0]",1,-3.0,"[-1.75, 0.98, 0.58, -1.22, 1.62, 1.78, 0.0, 0.0]",False
"[0.3, 0.85, -1.2, -1.3, 3.5, 1.2, 0.0, 0.0]",3,-3.0,"[0.32, 0.84, -1.18, -1.28, 3.8, 1.1, 0.0, 0.0]",False
"[1.8, 0.75, -1.0, -1.4, 0.0, 0.0, 0.0, 0.0]",1,-3.0,"[1.78, 0.74, -1.02, -1.42, -1.02, -1.02, 0.0, 0.0]",False
"[0.8, 1.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0]",1,-3.03,"[0.78, 0.99, -1.02, -1.02, 0.01, -1.01, 0.0, 0.0]",False
"[-1.0, 0.75, -1.05, -3.0, -1.1, 1.0, 0.0, 0.0]",2,-3.2,"[-1.05, 0.73, -1.08, -3.05, -1.08, 1.02, 0.0, 0.0]",False
"[-1.8, 0.92, 1.8, -1.1, 12.0, 3.2, 0.0, 0.0]",0,-3.2,"[-1.82, 0.91, 1.82, -1.12, 12.1, 3.3, 0.0, 0.0]",False
"[0.5, 0.4, 1.2, -1.1, 1.2, 1.8, 0.0, 0.0]",1,-3.2,"[0.48, 0.39, 1.18, -1.12, 1.18, 1.75, 0.0, 0.0]",False
"[0.9, 0.8, 0.7, -3.2, 0.2, -1.4, 0.0, 0.0]",1,-3.4,"[0.92, 0.78, 0.72, -3.25, 0.19, -1.41, 0.0, 0.0]",False
"[0.5, 0.1, -2.0, -1.0, 5.0, 2.0, 0.0, 0.0]",2,-3.5,"[0.45, 0.08, -2.05, -1.05, 5.2, 2.2, 0.0, 0.0]",False
"[0.8, 0.6, -1.1, -1.0, -1.5, -2.0, 0.0, 0.0]",3,-3.5,"[0.82, 0.59, -1.13, -1.02, -1.52, -2.1, 0.0, 0.0]",False
"[1.1, 0.85, 0.9, -3.5, 0.4, -1.0, 0.0, 0.0]",3,-3.7,"[1.12, 0.83, 0.95, -3.52, 0.42, -1.03, 0.0, 0.0]",False
"[0.6, 0.82, -1.8, -1.4, 6.0, -1.5, 0.0, 0.0]",3,-3.7,"[0.62, 0.81, -1.76, -1.38, 6.3, -1.4, 0.0, 0.0]",False
"[-1.5, 0.9, 1.8, -1.5, 0.8, 0.9, 1.0, 0.0]",0,-3.8,"[-1.5, 0.89, 1.82, -1.48, 0.81, 0.91, 1.0, 0.0]",False
"[-1.8, 0.3, 0.8, -1.4, 0.8, 1.2, 0.0, 0.0]",0,-3.8,"[-1.82, 0.29, 0.79, -1.42, 0.78, 1.18, 0.0, 0.0]",False
"[1.1, 0.4, 0.5, -2.2, 0.3, -1.8, 0.0, 1.0]",2,-3.9,"[1.14, 0.39, 0.48, -2.18, 0.32, -1.82, 0.0, 1.0]",False
"[-1.5, 0.8, 0.5, -1.8, -8.0, 4.0, 0.0, 0.0]",0,-3.9,"[-1.48, 0.78, 0.45, -1.85, -8.1, 3.9, 0.0, 0.0]",False
"[-1.2, 0.9, -1.1, -3.2, -1.2, 0.8, 0.0, 0.0]",1,-3.9,"[-1.25, 0.88, -1.15, -3.25, -1.18, 0.75, 0.0, 0.0]",False
"[0.9, 0.75, -1.5, -1.8, -5.5, -2.5, 0.0, 0.0]",2,-4.0,"[0.88, 0.74, -1.48, -1.76, -5.8, -2.4, 0.0, 0.0]",False
"[-1.5, 0.35, 1.0, -1.6, 1.0, 1.5, 0.0, 0.0]",2,-4.0,"[-1.52, 0.34, 0.98, -1.62, 1.02, 1.48, 0.0, 0.0]",False
"[0.3, 0.6, -1.4, -1.8, -2.0, 1.1, 0.0, 0.0]",2,-4.1,"[0.28, 0.59, -1.41, -1.76, -2.01, 1.12, 0.0, 0.0]",False
"[-1.3, 0.65, -1.2, -3.6, -1.3, 1.1, 0.0, 0.0]",3,-4.1,"[-1.32, 0.63, -1.22, -3.62, -1.31, 1.13, 0.0, 0.0]",False
"[-1.0, 1.1, 1.5, -2.0, 2.1, -1.2, 0.0, 1.0]",2,-4.2,"[-1.04, 1.09, 1.48, -1.98, 2.11, -1.22, 0.0, 1.0]",False
"[0.5, 0.7, 0.2, -4.1, 0.3, -1.1, 0.0, 0.0]",3,-4.2,"[0.52, 0.68, 0.25, -4.15, 0.32, -1.14, 0.0, 0.0]",False
"[1.5, 0.7, -1.5, -1.5, -1.0, -1.5, 0.0, 0.0]",2,-4.2,"[1.48, 0.69, -1.48, -1.52, -1.02, -1.48, 0.0, 0.0]",False
"[1.5, 0.2, -2.5, -1.4, -1.0, 1.6, 1.0, 0.0]",0,-4.5,"[1.5, 0.19, -2.52, -1.42, -1.01, 1.62, 1.0, 0.0]",False
"[-1.5, 0.6, -1.4, -3.8, -1.5, 1.2, 0.0, 0.0]",0,-4.5,"[-1.52, 0.58, -1.38, -3.82, -1.52, 1.22, 0.0, 0.0]",False
"[0.319, 0.929, 0.34, 0.073, 0.24, 0.51, 0.0, 0.0]",3,-1.0,"[0.322, 0.929, 0.329, 0.094, 0.264, 0.503, 0.0, 0.0]",False
"[0.322, 0.929, 0.329, 0.094, 0.264, 0.503, 0.0, 0.0]",2,-1.0,"[0.326, 0.93, 0.335, 0.116, 0.289, 0.497, 0.0, 0.0]",False
"[0.341, 0.935, 0.341, 0.204, 0.389, 0.471, 0.0, 0.0]",3,-1.0,"[0.345, 0.936, 0.33, 0.226, 0.414, 0.464, 0.0, 0.0]",False
"[0.345, 0.936, 0.33, 0.226, 0.414, 0.464, 0.0, 0.0]",2,-1.0,"[0.349, 0.938, 0.336, 0.248, 0.439, 0.458, 0.0, 0.0]",False
"[0.317, 0.929, 0.341, 0.066, 0.237, 0.568, 0.0, 0.0]",3,-1.0,"[0.319, 0.931, 0.355, 0.082, 0.21, 0.519, 0.0, 0.0]",False
"[0.319, 0.931, 0.355, 0.082, 0.21, 0.519, 0.0, 0.0]",2,-1.0,"[0.323, 0.932, 0.361, 0.098, 0.236, 0.524, 0.0, 0.0]",False
"[0.33, 0.935, 0.368, 0.13, 0.264, 0.529, 0.0, 0.0]",1,-1.0,"[0.332, 0.936, 0.358, 0.146, 0.286, 0.58, 0.0, 0.0]",False
"[0.332, 0.936, 0.358, 0.146, 0.286, 0.58, 0.0, 0.0]",2,-1.0,"[0.336, 0.938, 0.364, 0.162, 0.312, 0.585, 0.0, 0.0]",False
"[0.336, 0.938, 0.364, 0.162, 0.312, 0.585, 0.0, 0.0]",3,-1.0,"[0.339, 0.94, 0.378, 0.178, 0.285, 0.536, 0.0, 0.0]",False
"[0.339, 0.94, 0.378, 0.178, 0.285, 0.536, 0.0, 0.0]",2,-1.0,"[0.343, 0.942, 0.384, 0.194, 0.311, 0.541, 0.0, 0.0]",False
"[0.333, 0.937, 0.337, 0.179, 0.34, 0.481, 0.0, 0.0]",3,-1.0,"[0.337, 0.939, 0.343, 0.203, 0.364, 0.474, 0.0, 0.0]",False
"[0.337, 0.939, 0.343, 0.203, 0.364, 0.474, 0.0, 0.0]",2,-1.0,"[0.341, 0.941, 0.339, 0.226, 0.388, 0.467, 0.0, 0.0]",False
"[0.341, 0.941, 0.339, 0.226, 0.388, 0.467, 0.0, 0.0]",1,-1.0,"[0.344, 0.943, 0.334, 0.249, 0.412, 0.46, 0.0, 0.0]",False
"[0.344, 0.943, 0.334, 0.249, 0.412, 0.46, 0.0, 0.0]",2,-1.0,"[0.348, 0.945, 0.34, 0.272, 0.435, 0.453, 0.0, 0.0]",False
"[0.319, 0.93, 0.342, 0.068, 0.238, 0.518, 0.0, 0.0]",2,-1.0,"[0.323, 0.931, 0.349, 0.085, 0.264, 0.525, 0.0, 0.0]",False
"[0.323, 0.931, 0.349, 0.085, 0.264, 0.525, 0.0, 0.0]",3,-1.0,"[0.327, 0.932, 0.36, 0.102, 0.289, 0.534, 0.0, 0.0]",False
"[0.327, 0.932, 0.36, 0.102, 0.289, 0.534, 0.0, 0.0]",2,-1.0,"[0.331, 0.934, 0.368, 0.12, 0.314, 0.542, 0.0, 0.0]",False
"[0.335, 0.935, 0.37, 0.137, 0.339, 0.541, 0.0, 0.0]",2,-1.0,"[0.339, 0.937, 0.378, 0.154, 0.364, 0.549, 0.0, 0.0]",False
"[0.343, 0.939, 0.369, 0.171, 0.389, 0.538, 0.0, 0.0]",2,-1.0,"[0.347, 0.941, 0.376, 0.188, 0.414, 0.546, 0.0, 0.0]",False
"[0.347, 0.941, 0.376, 0.188, 0.414, 0.546, 0.0, 0.0]",3,-1.0,"[0.351, 0.943, 0.385, 0.205, 0.439, 0.555, 0.0, 0.0]",False
"[0.316, 0.928, 0.352, 0.051, 0.215, 0.517, 0.0, 0.0]",1,-1.1,"[0.319, 0.929, 0.34, 0.073, 0.24, 0.51, 0.0, 0.0]",False
"[0.326, 0.93, 0.335, 0.116, 0.289, 0.497, 0.0, 0.0]",0,-1.1,"[0.33, 0.931, 0.341, 0.138, 0.314, 0.49, 0.0, 0.0]",False
"[0.33, 0.931, 0.341, 0.138, 0.314, 0.49, 0.0, 0.0]",2,-1.1,"[0.334, 0.932, 0.347, 0.16, 0.339, 0.484, 0.0, 0.0]",False
"[0.337, 0.933, 0.335, 0.182, 0.364, 0.477, 0.0, 0.0]",2,-1.1,"[0.341, 0.935, 0.341, 0.204, 0.389, 0.471, 0.0, 0.0]",False
"[0.316, 0.929, 0.352, 0.05, 0.215, 0.517, 0.0, 0.0]",1,-1.1,"[0.317, 0.929, 0.341, 0.066, 0.237, 0.568, 0.0, 0.0]",False
"[0.323, 0.932, 0.361, 0.098, 0.236, 0.524, 0.0, 0.0]",0,-1.1,"[0.326, 0.933, 0.362, 0.114, 0.238, 0.524, 0.0, 0.0]",False
"[0.326, 0.933, 0.362, 0.114, 0.238, 0.524, 0.0, 0.0]",2,-1.1,"[0.33, 0.935, 0.368, 0.13, 0.264, 0.529, 0.0, 0.0]",False
"[0.329, 0.935, 0.331, 0.155, 0.316, 0.488, 0.0, 0.0]",2,-1.1,"[0.333, 0.937, 0.337, 0.179, 0.34, 0.481, 0.0, 0.0]",False
"[0.316, 0.929, 0.352, 0.051, 0.215, 0.529, 0.0, 0.0]",1,-1.1,"[0.319, 0.93, 0.342, 0.068, 0.238, 0.518, 0.0, 0.0]",False
"[0.331, 0.934, 0.368, 0.12, 0.314, 0.542, 0.0, 0.0]",0,-1.1,"[0.335, 0.935, 0.37, 0.137, 0.339, 0.541, 0.0, 0.0]",False
"[0.339, 0.937, 0.378, 0.154, 0.364, 0.549, 0.0, 0.0]",1,-1.1,"[0.343, 0.939, 0.369, 0.171, 0.389, 0.538, 0.0, 0.0]",False
"[0.312, 0.928, 0.346, 0.034, 0.189, 0.523, 0.0, 0.0]",2,-1.2,"[0.316, 0.928, 0.352, 0.051, 0.215, 0.517, 0.0, 0.0]",False
"[0.334, 0.932, 0.347, 0.16, 0.339, 0.484, 0.0, 0.0]",1,-1.2,"[0.337, 0.933, 0.335, 0.182, 0.364, 0.477, 0.0, 0.0]",False
"[0.347, 0.935, 0.37, 0.169, 0.335, 0.476, 0.0, 0.0]",2,-1.2,"[0.351, 0.936, 0.376, 0.183, 0.359, 0.471, 0.0, 0.0]",False
"[0.312, 0.928, 0.346, 0.034, 0.189, 0.523, 0.0, 0.0]",2,-1.2,"[0.316, 0.929, 0.352, 0.05, 0.215, 0.517, 0.0, 0.0]",False
"[0.312, 0.928, 0.346, 0.034, 0.189, 0.523, 0.0, 0.0]",2,-1.2,"[0.316, 0.929, 0.352, 0.051, 0.215, 0.529, 0.0, 0.0]",False
"[0.343, 0.934, 0.364, 0.155, 0.311, 0.481, 0.0, 0.0]",2,-1.3,"[0.347, 0.935, 0.37, 0.169, 0.335, 0.476, 0.0, 0.0]",False
"[0.326, 0.934, 0.331, 0.13, 0.291, 0.495, 0.0, 0.0]",0,-1.3,"[0.329, 0.935, 0.331, 0.155, 0.316, 0.488, 0.0, 0.0]",False
"[0.339, 0.933, 0.378, 0.141, 0.286, 0.486, 0.0, 0.0]",1,-1.4,"[0.343, 0.934, 0.364, 0.155, 0.311, 0.481, 0.0, 0.0]",False
"[0.335, 0.932, 0.372, 0.127, 0.262, 0.491, 0.0, 0.0]",2,-1.5,"[0.339, 0.933, 0.378, 0.141, 0.286, 0.486, 0.0, 0.0]",False
"[0.322, 0.932, 0.336, 0.107, 0.266, 0.502, 0.0, 0.0]",2,-1.5,"[0.326, 0.934, 0.331, 0.13, 0.291, 0.495, 0.0, 0.0]",False
"[0.331, 0.931, 0.366, 0.113, 0.262, 0.496, 0.0, 0.0]",0,-1.6,"[0.335, 0.932, 0.372, 0.127, 0.262, 0.491, 0.0, 0.0]",False
"[0.327, 0.93, 0.36, 0.098, 0.238, 0.501, 0.0, 0.0]",2,-1.7,"[0.331, 0.931, 0.366, 0.113, 0.262, 0.496, 0.0, 0.0]",False
"[0.318, 0.93, 0.33, 0.083, 0.241, 0.509, 0.0, 0.0]",2,-1.7,"[0.322, 0.932, 0.336, 0.107, 0.266, 0.502, 0.0, 0.0]",False
"[0.323, 0.929, 0.344, 0.082, 0.264, 0.507, 0.0, 0.0]",3,-1.8,"[0.327, 0.93, 0.36, 0.098, 0.238, 0.501, 0.0, 0.0]",False
"[0.319, 0.929, 0.338, 0.067, 0.24, 0.512, 0.0, 0.0]",2,-1.9,"[0.323, 0.929, 0.344, 0.082, 0.264, 0.507, 0.0, 0.0]",False
"[0.316, 0.929, 0.341, 0.059, 0.215, 0.516, 0.0, 0.0]",1,-1.9,"[0.318, 0.93, 0.33, 0.083, 0.241, 0.509, 0.0, 0.0]",False
"[0.316, 0.928, 0.352, 0.051, 0.215, 0.518, 0.0, 0.0]",1,-2.0,"[0.319, 0.929, 0.338, 0.067, 0.24, 0.512, 0.0, 0.0]",False
"[0.312, 0.928, 0.346, 0.034, 0.189, 0.523, 0.0, 0.0]",2,-2.1,"[0.316, 0.928, 0.338, 0.062, 0.216, 0.524, 0.0, 0.0]",False
"[0.316, 0.928, 0.338, 0.062, 0.216, 0.524, 0.0, 0.0]",1,-2.1,"[0.317, 0.927, 0.319, 0.085, 0.241, 0.522, 0.0, 0.0]",False
"[0.002, -1.408, 0.044, 0.195, -1.119, -1.002, 0.0, 0.0]",2,15.2,"[0.006, -1.404, 0.038, 0.187, -1.135, -1.009, 0.0, 0.0]",False
"[1.38, -1.04, -1.035, -1.035, -1.133, -1.025, 0.0, 0.0]",2,9.8,"[1.365, -1.042, -1.032, -1.117, -1.139, -1.03, 0.0, 0.0]",False
"[1.381, -1.037, -1.048, -1.009, -1.096, -1.018, 0.0, 0.0]",1,9.5,"[1.406, -1.035, -1.051, -1.027, -1.112, -1.015, 0.0, 0.0]",False
"[1.377, -1.05, -1.005, -1.005, -1.175, -1.068, 0.0, 0.0]",2,9.5,"[1.362, -1.052, -1.002, -1.087, -1.181, -1.073, 0.0, 0.0]",False
"[1.379, -1.046, -1.019, -1.022, -1.131, -1.044, 0.0, 0.0]",3,9.2,"[1.363, -1.048, -1.016, -1.104, -1.145, -1.049, 0.0, 0.0]",False
"[1.393, -1.018, -1.071, -1.208, 0.035, -1.017, 0.0, 0.0]",3,8.7,"[1.377, -1.02, -1.068, -1.19, 0.029, -1.022, 0.0, 0.0]",False
"[1.399, -1.01, -1.093, -1.209, 0.047, -1.003, 0.0, 0.0]",2,8.4,"[1.384, -1.012, -1.09, -1.191, 0.042, -1.008, 0.0, 0.0]",False
"[0.156, -1.128, 0.241, -1.234, -2.598, -1.442, 1.0, 0.0]",2,8.2,"[0.158, -1.133, 0.232, -1.267, -2.612, -1.458, 0.0, 0.0]",False
"[1.406, -1.004, -1.11, -1.203, 0.036, -1.004, 0.0, 0.0]",3,8.1,"[1.39, -1.006, -1.107, -1.185, 0.03, -1.011, 0.0, 0.0]",False
"[0.312, -1.245, 0.198, -1.156, -2.789, -1.623, 0.0, 0.0]",0,5.8,"[0.314, -1.25, 0.198, -1.189, -2.789, -1.623, 0.0, 0.0]",False
"[0.468, -1.362, 0.155, -1.078, -2.98, -1.804, 0.0, 0.0]",3,3.1,"[0.466, -1.367, 0.17, -1.111, -2.978, -1.801, 0.0, 0.0]",False
"[1.403, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0]",2,3.1,"[1.383, -1.05, -1.05, -1.05, -1.05, 0.95, 0.0, 0.0]",False
"[1.399, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0]",2,3.1,"[1.379, -1.05, -1.05, -1.05, -1.05, 0.95, 0.0, 0.0]",False
"[1.387, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0]",2,3.1,"[1.367, -1.05, -1.05, -1.05, -1.05, 0.95, 0.0, 0.0]",False
"[1.381, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0]",2,3.1,"[1.361, -1.05, -1.05, -1.05, -1.05, 0.95, 0.0, 0.0]",False
"[1.408, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0]",1,2.1,"[1.388, -1.05, -1.05, -1.05, -1.05, 0.95, 0.0, 0.0]",False
"[1.395, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0]",1,2.1,"[1.375, -1.05, -1.05, -1.05, -1.05, 0.95, 0.0, 0.0]",False
"[1.406, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0]",3,1.9,"[1.426, -1.05, -1.05, -1.05, -1.05, 1.05, 0.0, 0.0]",False
"[1.392, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0]",3,1.9,"[1.412, -1.05, -1.05, -1.05, -1.05, 1.05, 0.0, 0.0]",False
"[0.624, -1.479, 0.112, -1.0, -3.171, -1.985, 0.0, 0.0]",2,1.4,"[0.626, -1.484, 0.145, -1.033, -3.383, -2.18, 0.0, 0.0]",False
"[-1.27, 1.02, -1.56, -1.76, 0.0, -1.08, 0.0, 0.0]",2,0.07,"[-1.3, 1.0, -1.57, -1.79, -1.0, -1.1, 1.0, 1.0]",False
"[-1.006, 0.001, -1.007, -1.089, -1.266, -1.888, 0.0, 0.0]",3,-1.03,"[-1.008, -1.0, -1.009, -1.118, -1.352, -1.837, 0.0, 0.0]",False
"[-1.008, -1.0, -1.009, -1.118, -1.352, -1.837, 0.0, 0.0]",3,-1.03,"[-1.01, -1.002, -1.012, -1.147, -1.439, -1.786, 0.0, 0.0]",False
"[-1.017, -1.006, -1.03, -1.269, -1.786, -1.59, 0.0, 0.0]",3,-1.03,"[-1.019, -1.007, -1.035, -1.301, -1.873, -1.542, 0.0, 0.0]",False
"[0.78, -1.596, 0.069, -1.078, -3.362, -2.166, 0.0, 0.0]",1,-1.2,"[0.782, -1.601, 0.042, -1.111, -3.363, -2.169, 0.0, 0.0]",False
"[-1.0, 1.2, 0.1, -1.5, 0.05, 0.02, 0.0, 0.0]",1,-1.23,"[-1.03, 1.18, -1.48, -1.52, 0.04, 0.01, 0.0, 0.0]",False
"[-1.001, 0.007, 0.003, -1.013, -1.02, -2.051, 0.0, 0.0]",1,-1.3,"[-1.002, 0.003, -1.001, -1.036, -1.099, -1.995, 0.0, 0.0]",False
"[-1.002, 0.003, -1.001, -1.036, -1.099, -1.995, 0.0, 0.0]",2,-1.3,"[-1.004, 0.002, -1.004, -1.062, -1.183, -1.941, 0.0, 0.0]",False
"[-1.004, 0.002, -1.004, -1.062, -1.183, -1.941, 0.0, 0.0]",2,-1.3,"[-1.006, 0.001, -1.007, -1.089, -1.266, -1.888, 0.0, 0.0]",False
"[-1.01, -1.002, -1.012, -1.147, -1.439, -1.786, 0.0, 0.0]",2,-1.3,"[-1.012, -1.003, -1.016, -1.177, -1.525, -1.736, 0.0, 0.0]",False
"[-1.012, -1.003, -1.016, -1.177, -1.525, -1.736, 0.0, 0.0]",1,-1.3,"[-1.013, -1.004, -1.02, -1.207, -1.612, -1.687, 0.0, 0.0]",False
"[-1.013, -1.004, -1.02, -1.207, -1.612, -1.687, 0.0, 0.0]",2,-1.3,"[-1.015, -1.005, -1.025, -1.238, -1.699, -1.638, 0.0, 0.0]",False
"[-1.015, -1.005, -1.025, -1.238, -1.699, -1.638, 0.0, 0.0]",2,-1.3,"[-1.017, -1.006, -1.03, -1.269, -1.786, -1.59, 0.0, 0.0]",False
"[-1.03, 1.18, -1.48, -1.52, 0.04, 0.01, 0.0, 0.0]",2,-1.33,"[-1.06, 1.16, -1.49, -1.55, 0.03, -1.0, 0.0, 0.0]",False
"[-1.06, 1.16, -1.49, -1.55, 0.03, -1.0, 0.0, 0.0]",3,-1.36,"[-1.09, 1.14, -1.5, -1.58, 0.04, -1.02, 0.0, 0.0]",False
"[-1.09, 1.14, -1.5, -1.58, 0.04, -1.02, 0.0, 0.0]",2,-1.43,"[-1.12, 1.12, -1.51, -1.61, 0.03, -1.04, 0.0, 0.0]",False
"[-1.12, 1.12, -1.51, -1.61, 0.03, -1.04, 0.0, 0.0]",1,-1.46,"[-1.15, 1.1, -1.52, -1.64, 0.02, -1.03, 0.0, 0.0]",False
"[-1.15, 1.1, -1.52, -1.64, 0.02, -1.03, 0.0, 0.0]",3,-1.49,"[-1.18, 1.08, -1.53, -1.67, 0.03, -1.05, 0.0, 0.0]",False
"[-1.18, 1.08, -1.53, -1.67, 0.03, -1.05, 0.0, 0.0]",2,-1.56,"[-1.21, 1.06, -1.54, -1.7, 0.02, -1.07, 0.0, 0.0]",False
"[-1.21, 1.06, -1.54, -1.7, 0.02, -1.07, 0.0, 0.0]",0,-1.59,"[-1.24, 1.04, -1.55, -1.73, 0.01, -1.06, 0.0, 0.0]",False
"[-1.24, 1.04, -1.55, -1.73, 0.01, -1.06, 0.0, 0.0]",1,-1.62,"[-1.27, 1.02, -1.56, -1.76, 0.0, -1.08, 0.0, 0.0]",False
"[-1.18, 1.11, 0.01, -1.2, 0.02, 0.005, 0.0, 0.0]",3,-3.0,"[-1.2, 1.1, 0.02, -1.16, 0.03, 0.01, 0.0, 0.0]",False
"[-1.16, 1.12, 0.0, -1.24, 0.01, 0.0, 0.0, 0.0]",3,-3.05,"[-1.18, 1.11, 0.01, -1.2, 0.02, 0.005, 0.0, 0.0]",False
"[-1.14, 1.13, 0.02, -1.28, 0.02, 0.005, 0.0, 0.0]",2,-3.1,"[-1.16, 1.12, 0.0, -1.24, 0.01, 0.0, 0.0, 0.0]",False
"[-1.12, 1.14, 0.04, -1.32, 0.03, 0.01, 0.0, 0.0]",1,-3.15,"[-1.14, 1.13, 0.02, -1.28, 0.02, 0.005, 0.0, 0.0]",False
"[-1.084, 0.246, -1.092, 0.143, -1.025, -1.392, 0.0, 0.0]",1,-3.2,"[-1.087, 0.241, -1.118, 0.165, -1.089, -1.34, 0.0, 0.0]",False
"[-1.1, 1.15, 0.06, -1.36, 0.04, 0.015, 0.0, 0.0]",2,-3.2,"[-1.12, 1.14, 0.04, -1.32, 0.03, 0.01, 0.0, 0.0]",False
"[-1.08, 1.16, 0.05, -1.4, 0.03, 0.01, 0.0, 0.0]",3,-3.25,"[-1.1, 1.15, 0.06, -1.36, 0.04, 0.015, 0.0, 0.0]",False
"[-1.087, 0.241, -1.118, 0.165, -1.089, -1.34, 0.0, 0.0]",2,-3.3,"[-1.09, 0.236, -1.144, 0.187, -1.153, -1.288, 0.0, 0.0]",False
"[-1.06, 1.17, 0.04, -1.44, 0.02, 0.005, 0.0, 0.0]",3,-3.3,"[-1.08, 1.16, 0.05, -1.4, 0.03, 0.01, 0.0, 0.0]",False
"[0.179, 0.023, -0.005, -0.001, 0.196, 0.002, 1.0, 1.0]",1,9.97,"[0.178, 0.023, -0.013, -0.002, 0.195, 0.001, 1.0, 1.0]",False
"[0.178, 0.023, -0.013, -0.002, 0.195, 0.001, 1.0, 1.0]",3,9.97,"[0.177, 0.023, -0.008, -0.001, 0.194, 0.005, 1.0, 1.0]",False
"[0.177, 0.023, -0.008, -0.001, 0.194, 0.005, 1.0, 1.0]",1,9.97,"[0.176, 0.023, -0.016, -0.003, 0.193, 0.002, 1.0, 1.0]",False
"[0.176, 0.023, -0.016, -0.003, 0.193, 0.002, 1.0, 1.0]",2,9.97,"[0.175, 0.022, -0.011, 0.002, 0.192, -0.001, 1.0, 1.0]",False
"[0.175, 0.022, -0.011, 0.002, 0.192, -0.001, 1.0, 1.0]",3,9.97,"[0.174, 0.022, -0.006, 0.001, 0.191, 0.003, 1.0, 1.0]",False
"[0.174, 0.022, -0.006, 0.001, 0.191, 0.003, 1.0, 1.0]",1,9.97,"[0.173, 0.022, -0.014, -0.001, 0.19, 0.001, 1.0, 1.0]",False
"[0.173, 0.022, -0.014, -0.001, 0.19, 0.001, 1.0, 1.0]",3,9.97,"[0.172, 0.022, -0.009, -0.002, 0.189, 0.004, 1.0, 1.0]",False
"[0.172, 0.022, -0.009, -0.002, 0.189, 0.004, 1.0, 1.0]",0,9.97,"[0.171, 0.022, -0.015, -0.003, 0.188, 0.005, 1.0, 1.0]",False
"[0.171, 0.022, -0.015, -0.003, 0.188, 0.005, 1.0, 1.0]",3,9.97,"[0.17, 0.022, -0.01, -0.002, 0.187, 0.006, 1.0, 1.0]",False
"[0.17, 0.022, -0.01, -0.002, 0.187, 0.006, 1.0, 1.0]",1,9.97,"[0.169, 0.021, -0.018, -0.004, 0.186, 0.004, 1.0, 1.0]",False
"[0.179, 0.023, 0.001, 0.0, 0.196, 0.0, 1.0, 1.0]",1,8.97,"[0.179, 0.023, -1.0, 0.0, 0.196, 0.0, 1.0, 1.0]",False
"[0.179, 0.023, -1.0, 0.0, 0.196, 0.0, 1.0, 1.0]",3,8.96,"[0.179, 0.023, -1.0, 0.0, 0.196, 0.0, 1.0, 1.0]",False
"[0.18, 0.023, -1.0, -1.0, 0.201, -1.0, 1.0, 1.0]",1,8.96,"[0.18, 0.023, -1.0, -1.0, 0.201, -1.0, 1.0, 1.0]",False
"[0.179, 0.023, -1.0, 0.0, 0.198, 0.0, 1.0, 1.0]",1,8.96,"[0.179, 0.023, -1.0, 0.0, 0.198, 0.0, 1.0, 1.0]",False
"[0.178, 0.023, -0.01, -0.001, 0.195, -0.005, 1.0, 1.0]",3,0.03,"[0.178, 0.023, -0.002, -0.0, 0.194, -0.001, 1.0, 1.0]",False
"[0.179, 0.023, 0.012, 0.006, 0.195, 0.0, 1.0, 1.0]",3,0.03,"[0.18, 0.023, 0.018, 0.007, 0.196, 0.001, 1.0, 1.0]",False
